Product_id,BrandName,Category,Individual_category,category_by_Gender,DiscountPrice (in Rs),OriginalPrice (in Rs),DiscountOffer,SizeOption,Ratings,Reviews,Column1,Column2,Column3
652387,Jockey,Inner Wear &  Sleep Wear,boxers,Men,,798,,"S, M, L, XL, XXL",4.3,784,,, 
11326290,Roadster,Topwear,shirts,Men,,1299,,"38, 40, 42, 44",4.1,784,,, 
9971485,Vishudh,Indian Wear,kurtas,Women,379,1149,67% OFF,"S, M, L, XL, XXL",4.1,784,67%,OFF,769.83
12916814,Os,Indian Wear,kurtas,Women,758,1995,62% OFF,"S, M, L, XL, XXL, 3XL",4.3,784,62%,OFF,1236.9
1939809,Clovia,Lingerie & Sleep Wear,shapewear,Women,,1999,,"S, M, L, XL, XXL",3.6,784,,, 
17383370,Roadster,Western,tshirts,Women,,1598,50% OFF,"L, M, S, XS, XL",4.2,784,50%,OFF,799
10365193,DressBerry,Western,jeans,Women,,1899,35% OFF,"26, 28, 30, 32, 34, 36",3.9,784,35%,OFF,664.65
16159528,H&M,Western,sweaters,Women,,799,,"XS, S, M, L, XL",4.6,784,,, 
10356889,Anouk,Topwear,shirts,Men,639,1599,60% OFF,"38, 40, 42, 44, 46",3.8,783,60%,OFF,959.4
13494310,Ishin,Indian Wear,kurta-sets,Women,2399,5999,60% OFF,"S, M, L, XL, XXL",4.1,783,60%,OFF,3599.4
393686,Jockey,Lingerie & Sleep Wear,briefs,Women,,399,,"S, M, L, XL, XXL",4.2,783,,, 
17382828,Roadster,Western,tshirts,Women,,1598,50% OFF,"XL, L, M, S, XS",4.2,783,50%,OFF,799
9265953,SCORPIUS,Western,dresses,Women,,2999,55% OFF,"S, M, L, XL",3.7,783,55%,OFF,1649.45
2224769,Mast & Harbour,Western,tshirts,Women,,749,60% OFF,"XS, S, M, L, XL",4.1,783,60%,OFF,449.4
13194568,Tokyo Talkies,Western,tops,Women,,899,53% OFF,"S, M, L, XL",3.8,783,53%,OFF,476.47
13126922,Roadster,Western,tshirts,Women,,699,,"XS, S, M, L, XL",4.4,783,,, 
2485348,Mast & Harbour,Bottom Wear,jeans,Men,879,2199,60% OFF,"28, 30, 32, 34, 36",3.7,782,60%,OFF,1319.4
11895972,Roadster,Topwear,shirts,Men,599,1499,60% OFF,"38, 40, 42, 44, 46, 48",4.3,782,60%,OFF,899.4
8352591,INVICTUS,Topwear,shirts,Men,899,1999,55% OFF,"38, 39, 40, 42, 44",4.4,782,55%,OFF,1099.45
1279418,Roadster,Topwear,jackets,Men,1359,3399,60% OFF,"S, M, L, XL, XXL",4.2,782,60%,OFF,2039.4
11545200,Roadster,Topwear,tshirts,Men,499,999,50% OFF,"XS, S, M, L, XL, XXL, 3XL, 4XL",4.1,782,50%,OFF,499.5
13791184,Yuris,Indian Wear,kurta-sets,Women,1461,4299,66% OFF,"S, M, L, XL, XXL, 3XL",4,782,66%,OFF,2837.34
8160695,STREET 9,Western,dresses,Women,,1899,50% OFF,"XS, S, M, L, XL",4.4,782,50%,OFF,949.5
12738032,SASSAFRAS,Western,jackets,Women,,2199,60% OFF,"XS, S, M, L, XL, XXL",4.1,782,60%,OFF,1319.4
2490952,Mast & Harbour,Western,tops,Women,,599,40% OFF,"XS, S, M, L, XL",4.3,782,40%,OFF,239.6
10064545,Roadster,Bottom Wear,jeans,Men,899,1999,55% OFF,"28, 30, 32, 34, 36",4,781,55%,OFF,1099.45
11519690,HIGHLANDER,Bottom Wear,shorts,Men,591,1599,63% OFF,"30, 32, 34, 36, 38",4,781,63%,OFF,1007.37
12402760,WROGN,Inner Wear &  Sleep Wear,socks,Men,454,649,30% OFF,Onesize,4.3,781,30%,OFF,194.7
9966837,URBAN SCOTTISH,Inner Wear &  Sleep Wear,boxers,Men,629,1499,58% OFF,"S, M, L, XL, XXL",4.2,781,58%,OFF,869.42
8938857,Roadster,Topwear,tshirts,Men,,1099,,"XS, S, M, L, XL, XXL, 3XL, 4XL",4,781,,, 
8920443,Roadster,Topwear,shirts,Men,839,1399,40% OFF,"38, 40, 42, 44, 46, 48",4.3,781,40%,OFF,559.6
10737442,Varanga,Indian Wear,kurtas,Women,873,2299,62% OFF,"S, M, L, XL, XXL",4,781,62%,OFF,1425.38
9478599,Roadster,Western,sweaters,Women,,1399,70% OFF,"XS, S, M, L, XL, XXL",3.7,781,70%,OFF,979.3
12960764,Kipsta By Decathlon,Bottom Wear,shorts,Men,573,699,18% OFF,"30, 32, 34, 37, 41",4,780,18%,OFF,125.82
7416286,IVOC,Bottom Wear,trousers,Men,824,1799,Rs. 975 OFF,"28, 30, 32, 34, 36",3.7,780,,975,975
14562580,HRX by Hrithik Roshan,Sports Wear,jackets,Men,1399,3999,65% OFF,"S, M, L, XL, XXL",4.2,780,65%,OFF,2599.35
10169021,Mast & Harbour,Topwear,shirts,Men,759,1899,60% OFF,"38, 40, 42, 44",4.1,780,60%,OFF,1139.4
10483708,plusS,Plus Size,trousers,Women,626,1790,65% OFF,"28, 30, 32, 34, 36, 38, 40",4.4,780,65%,OFF,1163.5
7271375,plusS,Plus Size,dresses,Women,770,2569,70% OFF,"S, M, L, XL, XXL, 3XL, 4XL",4.2,780,70%,OFF,1798.3
2338316,WROGN,Bottom Wear,jeans,Men,1649,3299,50% OFF,"28, 30, 32, 34, 36, 38",4,779,50%,OFF,1649.5
13269470,Jompers,Indian Wear,kurta-sets,Men,999,2499,60% OFF,"S, M, L, XL, XXL",4.1,779,60%,OFF,1499.4
11607366,Mast & Harbour,Topwear,tshirts,Men,,604,,"S, M, L, XL",4,779,,, 
1445626,Leading Lady,Lingerie & Sleep Wear,bra,Women,388,598,35% OFF,"30B, 32B, 34B, 36B, 38B, 40B",3.8,779,35%,OFF,209.3
7188688,SASSAFRAS,Western,skirts,Women,,1599,50% OFF,"26, 28, 30, 32, 34, 36",4.3,779,50%,OFF,799.5
12303736,Roadster,Bottom Wear,jeans,Men,764,1699,55% OFF,"28, 30, 32, 34, 36",3.9,778,55%,OFF,934.45
8325311,Mast & Harbour,Topwear,tshirts,Men,649,1299,50% OFF,"S, M, L, XL",4.4,778,50%,OFF,649.5
7255964,Roadster,Topwear,shirts,Men,674,1499,55% OFF,"38, 40, 42, 44",4.2,778,55%,OFF,824.45
8363939,ether,Topwear,tshirts,Men,314,699,55% OFF,"S, M, L, XL, XXL",4,778,55%,OFF,384.45
1757974,Moda Rapido,Indian Wear,kurtas,Women,769,1399,45% OFF,"XS, S, M, L, XL, XXL, 3XL",4.1,778,45%,OFF,629.55
110269,Ira Soleil,Indian Wear,kurtis,Women,999,2499,60% OFF,"XS, S, M, L, XL, XXL",3.6,778,60%,OFF,1499.4
7726509,Vishudh,Indian Wear,dresses,Women,1739,4349,60% OFF,"S, M, L, XL, XXL",4.1,778,60%,OFF,2609.4
11005690,DressBerry,Western,dresses,Women,,2199,50% OFF,"XS, S, M, L, XL",4.6,778,50%,OFF,1099.5
2522850,DressBerry,Western,tshirts,Women,,999,70% OFF,"S, M, L, XL",4.2,778,70%,OFF,699.3
10415114,Harvard,Bottom Wear,jeans,Men,1138,1898,40% OFF,"28, 30, 32, 34, 36",3.3,777,40%,OFF,759.2
10398073,Roadster,Topwear,shirts,Men,899,1499,40% OFF,"38, 40, 42, 44",4.2,777,40%,OFF,599.6
13592722,Anubhutee,Indian Wear,night-suits,Women,961,2599,63% OFF,"S, M, L, XL, XXL",3.9,777,63%,OFF,1637.37
7674432,HERE&NOW,Plus Size,jackets,Women,749,2999,75% OFF,"XS, S, M, L, XL, XXL",4.4,777,75%,OFF,2249.25
11739156,HERE&NOW,Bottom Wear,jeans,Men,979,2799,65% OFF,"28, 30, 32, 34, 36",3.8,776,65%,OFF,1819.35
7733672,Roadster,Bottom Wear,jeans,Men,854,1899,55% OFF,"28, 30, 32, 34, 36",3.9,776,55%,OFF,1044.45
13662282,HIGHLANDER,Bottom Wear,jeans,Men,681,1449,53% OFF,"30, 32, 34, 36, 38",3.8,776,53%,OFF,767.97
11896672,Mast & Harbour,Topwear,tshirts,Men,769,1399,45% OFF,"S, M, L, XL",4.3,776,45%,OFF,629.55
10605240,Campus Sutra,Topwear,sweatshirts,Men,730,1699,57% OFF,"S, M, L, XL",4.1,776,57%,OFF,968.43
2518699,Mast & Harbour,Topwear,shirts,Men,839,2099,60% OFF,"38, 40, 42, 44",4.2,776,60%,OFF,1259.4
16718166,H&M,Topwear,tshirts,Men,,399,,"XS, S, M, L, XL, XXL",4.4,776,,, 
9000219,Jaipur Kurti,Indian Wear,kurtas,Women,730,1699,57% OFF,"S, M, L, XL, XXL",4.4,776,57%,OFF,968.43
11099600,U&F,Western,dresses,Women,,1699,60% OFF,"S, M, L, XL, XXL",3.7,776,60%,OFF,1019.4
17525606,Mast & Harbour,Western,tshirts,Women,,1598,,"S, XS, XL, L, M",4.1,776,,, 
2059978,Roadster,Bottom Wear,jeans,Men,944,2699,65% OFF,"28, 30, 32, 34, 36",3.9,775,65%,OFF,1754.35
1414791,ether,Bottom Wear,jeans,Men,1044,1899,45% OFF,"28, 30, 32, 34, 36",3.7,775,45%,OFF,854.55
2296001,Roadster,Bottom Wear,jeans,Men,,1499,,"28, 30, 32, 34, 36, 38, 40",3.7,775,,, 
10381477,HIGHLANDER,Topwear,shirts,Men,479,1199,60% OFF,"39, 40, 42, 44",4.1,775,60%,OFF,719.4
11049786,HERE&NOW,Topwear,shirts,Men,989,2199,55% OFF,"38, 40, 42, 44, 46",4.3,775,55%,OFF,1209.45
10410508,WROGN,Topwear,tshirts,Men,439,799,45% OFF,"S, M, L, XL, XXL",4.2,775,45%,OFF,359.55
2339026,WROGN,Topwear,tshirts,Men,499,999,50% OFF,"S, M, L, XL, XXL",4.3,775,50%,OFF,499.5
12524826,HERE&NOW,Indian Wear,kurtas,Women,899,1499,40% OFF,"XS, S, M, L, XL, XXL, 3XL",4.2,775,40%,OFF,599.6
9478083,Roadster,Western,sweatshirts,Women,,1599,70% OFF,"XS, S, M, L, XL, XXL",4.3,775,70%,OFF,1119.3
10562402,Roadster,Western,jackets,Women,,2499,70% OFF,"XS, S, M, L, XL, XXL",4.3,775,70%,OFF,1749.3
10064493,Roadster,Bottom Wear,jeans,Men,899,1999,55% OFF,"28, 30, 32, 34, 36",3.8,774,55%,OFF,1099.45
8851935,HRX by Hrithik Roshan,Bottom Wear,shorts,Men,489,1399,65% OFF,"28, 30, 32, 34, 36",3.8,774,65%,OFF,909.35
11545308,Roadster,Topwear,tshirts,Men,359,799,55% OFF,"XS, S, M, L, XL, XXL, 3XL, 4XL",4.1,774,55%,OFF,439.45
17382702,Roadster,Western,tshirts,Women,,1598,50% OFF,"XS, S, M, L, XL",4.3,774,50%,OFF,799
13594624,Roadster,Western,tshirts,Women,,699,40% OFF,"XS, S, M, L, XL",4.2,774,40%,OFF,279.6
11976912,Roadster,Western,tshirts,Women,,699,25% OFF,"XS, S, M, L, XL",4.4,774,25%,OFF,174.75
8211455,HIGHLANDER,Bottom Wear,jeans,Men,702,1899,63% OFF,"30, 32, 34, 36, 38",3.9,773,63%,OFF,1196.37
1844184,Roadster,Topwear,tshirts,Men,549,1099,50% OFF,"S, M, L, XL",4.3,773,50%,OFF,549.5
11536950,Sangria,Plus Size,kurta-sets,Women,699,1999,65% OFF,"XS, S, M, L, XL, XXL, 3XL",4.1,773,65%,OFF,1299.35
11271806,DressBerry,Western,tops,Women,,1399,50% OFF,"XS, S, M, L, XL",4.4,773,50%,OFF,699.5
9981511,Mast & Harbour,Western,dresses,Women,,1899, 45 % OFF,"XS, S, M, L, XL",4.4,773,,45,45
11700064,Mast & Harbour,Western,tshirts,Women,,699,60% OFF,"XS, S, M, L, XL",4,773,60%,OFF,419.4
2343634,HIGHLANDER,Bottom Wear,trousers,Men,775,1649,53% OFF,"30, 32, 34, 36",4,772,53%,OFF,873.97
11326758,Roadster,Topwear,shirts,Men,539,1199,55% OFF,"38, 40, 42, 44",4.4,772,55%,OFF,659.45
10074605,Vishudh,Indian Wear,palazzos,Women,461,1099,58% OFF,"28, 30, 32, 34, 36",4.2,772,58%,OFF,637.42
10158753,DressBerry,Western,jeans,Women,,2199,70% OFF,"26, 28, 30, 32, 34, 36",4,772,70%,OFF,1539.3
2490935,Mast & Harbour,Western,tshirts,Women,,699,40% OFF,"XS, S, M, L, XL",4.4,772,40%,OFF,279.6
11489552,Roadster,Western,shorts,Women,,999,45% OFF,"26, 28, 30, 32, 34, 36",4.4,772,45%,OFF,449.55
14121300,HIGHLANDER,Bottom Wear,shorts,Men,610,1299,53% OFF,"30, 32, 34, 36",4.3,771,53%,OFF,688.47
14196610,Louis Philippe Sport,Topwear,tshirts,Men,719,1199,40% OFF,"XS, S, M, L, XL, XXL, 3XL",4.2,771,40%,OFF,479.6
10669536,Bushirt,Topwear,tshirts,Men,659,1998,67% OFF,"S, M, L, XL, XXL",4.1,771,67%,OFF,1338.66
11495626,Mitera,Indian Wear,sarees,Women,1499,4999,70% OFF,Onesize,4,771,70%,OFF,3499.3
8238855,Tokyo Talkies,Western,tops,Women,,1199,47% OFF,"S, M, L, XL",4.1,771,47%,OFF,563.53
17384666,Roadster,Western,tshirts,Women,,1498,,"XS, S, M, L, XL",4.2,771,,, 
12364798,RARE,Western,tops,Women,,1590,62% OFF,"S, M, L, XL",4,771,62%,OFF,985.8
1226060,Bitterlime,Western,leggings,Women,,999,35% OFF,"S, M, L, XL, XXL, 3XL",3.8,771,35%,OFF,349.65
12970010,Rigo,Bottom Wear,track-pants,Men,764,1699,55% OFF,"M, L, XL, XXL",3.6,770,55%,OFF,934.45
4110959,Mast & Harbour,Bottom Wear,trousers,Men,679,1699,60% OFF,"26, 28, 30, 32, 34, 36",4,770,60%,OFF,1019.4
13676450,VIMAL,Inner Wear &  Sleep Wear,lounge-pants,Men,988,1798,45% OFF,"S, M, L, XL, XXL",4.1,770,45%,OFF,809.1
11361250,WROGN,Topwear,shirts,Men,1199,2399,50% OFF,"39, 40, 42, 44, 46",4.2,770,50%,OFF,1199.5
11126656,Roadster,Topwear,tshirts,Men,,269,,"XS, S, M, L, XL",4.1,770,,, 
12151760,Bhama Couture,Indian Wear,tops,Women,779,1499,48% OFF,"S, M, L, XL",4.1,770,48%,OFF,719.52
7570699,Vishudh,Indian Wear,kurtas,Women,838,1949,57% OFF,"S, M, L, XL, XXL",4.4,770,57%,OFF,1110.93
14984816,Saree mall,Indian Wear,sarees,Women,1359,3999,66% OFF,Onesize,4.3,770,66%,OFF,2639.34
851435,Floret,Lingerie & Sleep Wear,bra,Women,966,1017,5% OFF,"30B, 32B, 34B, 36B, 38B, 40B",4.3,770,5%,OFF,50.85
2322605,Roadster,Western,jeans,Women,,2299,60% OFF,"26, 28, 30, 32, 34, 36",3.9,770,60%,OFF,1379.4
1768591,Roadster,Western,tshirts,Women,,999,Rs. 500 OFF,"XS, S, M, L, XL",3.9,770,,500,500
14156018,HIGHLANDER,Bottom Wear,track-pants,Men,512,899,43% OFF,"S, M, L, XL",4.2,769,43%,OFF,386.57
11729938,Campus Sutra,Bottom Wear,jeans,Men,859,1999,57% OFF,"28, 30, 32, 34, 36",3.8,769,57%,OFF,1139.43
8735275,C9 AIRWEAR,Lingerie & Sleep Wear,briefs,Women,,699,,"S, M, L, XL, XXL",4.4,769,,, 
4369960,Zivame,Lingerie & Sleep Wear,bra,Women,547,995,45% OFF,"34DD, 34E, 36D, 36DD, 36E, 38D, 38DD, 38E, 40C, 40D, 40DD, 42C, 42D, 42DD",3.6,769,45%,OFF,447.75
10667858,plusS,Plus Size,tops,Women,594,1699,65% OFF,"S, M, L, XL, XXL, 3XL, 4XL",4,769,65%,OFF,1104.35
2372790,Harvard,Western,tshirts,Women,,998,40% OFF,"S, M, L, XL",4,769,40%,OFF,399.2
17382168,Roadster,Western,tshirts,Women,,1598,,"XS, S, M, L, XL",4.1,769,,, 
2356414,Roadster,Bottom Wear,jeans,Men,,1799,,"28, 30, 32, 34, 36, 38, 40",3.6,768,,, 
11201232,Roadster,Bottom Wear,trousers,Men,944,2099,55% OFF,"28, 30, 32, 34, 36",4.2,768,55%,OFF,1154.45
7305613,JAINISH,Bottom Wear,trousers,Men,747,1699,56% OFF,"30, 32, 34, 36, 38",4,768,56%,OFF,951.44
1847849,Black coffee,Bottom Wear,trousers,Men,742,1649,55% OFF,"30, 32, 34, 36",4.1,768,55%,OFF,906.95
10945120,Roadster,Topwear,shirts,Men,519,1299,60% OFF,"38, 40, 42, 44",4.3,768,60%,OFF,779.4
10856186,SASSAFRAS,Western,tops,Women,,1199,60% OFF,"XS, S, M, L, XL, XXL",4.2,768,60%,OFF,719.4
17384170,Roadster,Western,tshirts,Women,,1398,50% OFF,"XS, S, M, L, XL",4,768,50%,OFF,699
17381620,Roadster,Western,tshirts,Women,,1798,50% OFF,"XS, S, M, L, XL",4.2,768,50%,OFF,899
8278697,DressBerry,Western,dresses,Women,,2099,60% OFF,"XS, S, M, L, XL",4.2,768,60%,OFF,1259.4
17383946,Roadster,Western,tshirts,Women,,1398,,"XS, S, M, L, XL",4.3,768,,, 
11998906,HRX by Hrithik Roshan,Bottom Wear,track-pants,Men,679,1699,60% OFF,"S, M, L, XL, XXL",4.1,767,60%,OFF,1019.4
11217412,one8 by Virat Kohli,Inner Wear &  Sleep Wear,trunk,Men,527,648,Rs. 121 OFF,"S, M, L, XL, XXL",4.4,767,,121,121
11529160,URBAN SCOTTISH,Inner Wear &  Sleep Wear,boxers,Men,674,1499,55% OFF,"S, M, L, XL, XXL",4.2,767,55%,OFF,824.45
3009821,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,,999,,"S, M, L, XL, XXL",4.5,767,,, 
17383610,Roadster,Western,tshirts,Women,,1598,50% OFF,"XS, XL, L, M, S",4.3,767,50%,OFF,799
12595580,Antheaa,Western,dresses,Women,,2569,50% OFF,"XS, S, M, L, XL, XXL",4.2,767,50%,OFF,1284.5
9801601,Tokyo Talkies,Western,tops,Women,,849,47% OFF,"S, M, L, XL",4,767,47%,OFF,399.03
10106533,HRX by Hrithik Roshan,Bottom Wear,shorts,Men,454,1299,65% OFF,"28, 30, 32, 34, 36",4.2,766,65%,OFF,844.35
11887886,Hypernation,Indian Wear,pyjamas,Men,851,1199,29% OFF,"S, M, L, XL",4.2,766,29%,OFF,347.71
2338895,WROGN,Topwear,tshirts,Men,479,799,40% OFF,"S, M, L, XL, XXL",4.1,766,40%,OFF,319.6
10941354,Roadster,Topwear,tshirts,Men,404,899,55% OFF,"XS, S, M, L, XL",3.9,766,55%,OFF,494.45
10692626,Indian Virasat,Indian Wear,dresses,Women,959,1999,52% OFF,"XS, S, M, L, XL, XXL",4,766,52%,OFF,1039.48
11263900,Tikhi Imli,Indian Wear,sarees,Women,1799,3998,55% OFF,Onesize,4.5,766,55%,OFF,2198.9
11532788,Enamor,Lingerie & Sleep Wear,lounge-pants,Women,,1049,,"S, M, L, XL",4.3,766,,, 
12851396,HERE&NOW,Plus Size,kurtas,Women,479,1599,70% OFF,"XS, S, M, L, XL, XXL, 3XL",4,766,70%,OFF,1119.3
12031382,Athena,Western,tops,Women,,1499,66% OFF,"XS, S, M, L, XL, XXL",4.2,766,66%,OFF,989.34
10080501,Tokyo Talkies,Western,dresses,Women,,1949,55% OFF,"S, M, L, XL",4.4,766,55%,OFF,1071.95
8590437,Campus Sutra,Bottom Wear,shorts,Men,839,1399,40% OFF,"28, 30, 32, 34, 36",4,765,40%,OFF,559.6
9367419,Anouk,Indian Wear,kurtas,Men,719,1799,60% OFF,"S, M, L, XL, XXL",4,765,60%,OFF,1079.4
11363446,WROGN,Topwear,tshirts,Men,649,1299,50% OFF,"S, M, L, XL, XXL",4.1,765,50%,OFF,649.5
10398447,Roadster,Topwear,shirts,Men,1319,2199,40% OFF,"38, 40, 42, 44",4.3,765,40%,OFF,879.6
2498504,Roadster,Topwear,tshirts,Men,299,499,40% OFF,"XS, S, M, L, XL, XXL, 3XL, 4XL",4.2,765,40%,OFF,199.6
10503328,Vishudh,Indian Wear,kurtas,Women,573,1399,59% OFF,"S, M, L, XL, XXL",4.3,765,59%,OFF,825.41
15034280,Jockey,Lingerie & Sleep Wear,briefs,Women,,209,,"S, M, L",4.5,765,,, 
10019885,Carlton London,Western,tops,Women,,1590,53% OFF,"XS, S, M, L, XL",4,765,53%,OFF,842.7
11900428,ether,Western,tshirts,Women,,599,45% OFF,"XS, S, M, L, XL",4,765,45%,OFF,269.55
15808980,H&M,Western,sweatshirts,Women,,799,,"XXS, XS, S, M, L, XL",4.3,765,,, 
12816470,HERE&NOW,Topwear,tshirts,Men,269,599,55% OFF,"S, M, L, XL",4.1,764,55%,OFF,329.45
7372858,anayna,Indian Wear,kurtas,Women,467,1799,74% OFF,"S, M, L, XL, XXL, 3XL",4.1,764,74%,OFF,1331.26
12530332,HERE&NOW,Plus Size,kurtas,Women,479,1599,"70% OFF, Hurry*","S, M, L, XL, XXL, 3XL",4.2,764,70%,OFF,1119.3
11002110,DressBerry,Western,tops,Women,,1199,35% OFF,"XS, S, M, L, XL",4.5,764,35%,OFF,419.65
11636294,Shae by SASSAFRAS,Western,tops,Women,,1199,48% OFF,"XS, S, M, L, XL, XXL",4.5,764,48%,OFF,575.52
12791492,Berrylush,Western,dresses,Women,,1399,52% OFF,"S, M, L, XL",4.2,764,52%,OFF,727.48
2314010,INVICTUS,Topwear,shirts,Men,809,1799,55% OFF,"38, 39, 40, 42, 44",4.2,763,55%,OFF,989.45
13238718,Anouk,Indian Wear,kurtas,Women,719,1599,55% OFF,"XS, S, M, L, XL, XXL",3.9,763,55%,OFF,879.45
10513912,Anubhutee,Indian Wear,kurtas,Women,509,1699,70% OFF,"S, M, L, XL, XXL",4.3,763,70%,OFF,1189.3
8350401,Sangria,Plus Size,kurtas,Women,449,1499,70% OFF,"XS, S, M, L, XL, XXL",3.9,763,70%,OFF,1049.3
5447385,Roadster,Western,sweaters,Women,,1399,Rs. 900 OFF,"XS, S, M, L, XL, XXL",3.9,763,,900,900
11489506,Roadster,Western,jeggings,Women,,1499,60% OFF,"26, 28, 30, 32, 34, 36",4.3,763,60%,OFF,899.4
12876636,Tokyo Talkies,Western,jeans,Women,,1699,57% OFF,"26, 28, 30, 32, 34",4.1,763,57%,OFF,968.43
11541668,Roadster,Western,jeans,Women,,1499,,"26, 28, 30, 32, 34, 36",4.2,763,,, 
11451786,PUMA Motorsport,Bottom Wear,track-pants,Men,2499,4999,50% OFF,"XS, S, M, L, XL, XXL",4.5,762,50%,OFF,2499.5
11269116,Moda Rapido,Topwear,tshirts,Men,359,899,60% OFF,"S, M, L, XL",4,762,60%,OFF,539.4
11201602,Anouk,Indian Wear,kurtas,Women,559,1399,60% OFF,"XS, S, M, L, XL, XXL",4.1,762,60%,OFF,839.4
8255321,Vishudh,Indian Wear,kurta-sets,Women,1291,3149,59% OFF,"S, M, L, XL, XXL",4.3,762,59%,OFF,1857.91
11521904,Athena,Western,trousers,Women,,1799,57% OFF,"26, 28, 30, 32, 34, 36",4.2,762,57%,OFF,1025.43
10964478,Roadster,Western,tops,Women,,599,50% OFF,"XS, S, M, L, XL",4,762,50%,OFF,299.5
1406107,Miss Chase,Western,tops,Women,,799,25% OFF,"XS, S, M, L, XL",4.3,762,25%,OFF,199.75
12425532,HIGHLANDER,Bottom Wear,jeans,Men,749,1499,50% OFF,"30, 32, 34, 36, 38",3.8,761,50%,OFF,749.5
6518468,SOJANYA,Indian Wear,kurta-sets,Men,2199,5499,60% OFF,"M, L, XL, XXL",3.7,761,60%,OFF,3299.4
2314408,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,494,899,45% OFF,"S, M, L, XL, XXL",4.4,761,45%,OFF,404.55
10941216,Roadster,Topwear,tshirts,Men,499,999,50% OFF,"XS, S, M, L, XL, XXL, 3XL, 4XL",4.2,761,50%,OFF,499.5
12441578,ETC,Lingerie & Sleep Wear,night-suits,Women,949,1899, 50 % OFF,"S, M, L, XL, XXL",4,761,,50,50
17383600,Roadster,Western,tshirts,Women,,1598,50% OFF,"L, M, S, XS, XL",4.3,761,50%,OFF,799
11259996,Roadster,Bottom Wear,jeans,Men,879,2199,60% OFF,"28, 30, 32, 34, 36",4,760,60%,OFF,1319.4
12358326,Roadster,Bottom Wear,jeans,Men,799,1999,60% OFF,"28, 30, 32, 34, 36",3.6,760,60%,OFF,1199.4
13134624,HERE&NOW,Bottom Wear,jeans,Men,474,1899,75% OFF,"28, 30, 32, 34, 36",3.8,760,75%,OFF,1424.25
14491548,Domyos By Decathlon,Sports Wear,jackets,Men,956,1099,13% OFF,"S, M, L, XL, XXL",4.2,760,13%,OFF,142.87
10004155,HIGHLANDER,Topwear,shirts,Men,487,1249,61% OFF,"39, 40, 42, 44",4,760,61%,OFF,761.89
6626369,Dennis Lingo,Topwear,shirts,Men,684,1849,63% OFF,"38, 40, 42, 44, 46",4.3,760,63%,OFF,1164.87
2038068,Roadster,Topwear,shirts,Men,1619,2699,40% OFF,"38, 40, 42, 44",4.2,760,40%,OFF,1079.6
1997464,Roadster,Topwear,tshirts,Men,499,999,50% OFF,"S, M, L, XL",4.1,760,50%,OFF,499.5
10513934,Anubhutee,Indian Wear,kurtis,Women,584,1299,55% OFF,"S, M, L, XL, XXL",4.2,760,55%,OFF,714.45
10736380,Yuris,Indian Wear,kurtas,Women,895,1599,44% OFF,"S, M, L, XL, XXL, 3XL",4,760,44%,OFF,703.56
2976285,Vishudh,Indian Wear,kurtas,Women,577,1649,65% OFF,"S, M, L, XL, XXL",4.1,760,65%,OFF,1071.85
10634670,Meeranshi,Indian Wear,kurta-sets,Women,879,1999,56% OFF,"S, M, L, XL, XXL",3.8,760,56%,OFF,1119.44
7485921,DressBerry,Western,shirts,Women,,1499,55% OFF,"XS, S, M, L, XL",4.4,760,55%,OFF,824.45
12737878,SASSAFRAS,Western,sweatshirts,Women,,1799,60% OFF,"XS, S, M, L, XL",4.3,760,60%,OFF,1079.4
13904152,Athena,Western,dresses,Women,,2499,57% OFF,"XS, S, M, L, XL, XXL",4.4,760,57%,OFF,1424.43
11007034,QUIERO,Western,jumpsuit,Women,,2959,55% OFF,"XS, S, M, L, XL",4,760,55%,OFF,1627.45
12645740,Chemistry,Western,tshirts,Women,,799,60% OFF,"XS, S, M, L, XL",3.9,760,60%,OFF,479.4
9697405,Roadster,Western,tshirts,Women,,799,70% OFF,"XS, S, M, L, XL",4.1,760,70%,OFF,559.3
2510318,HRX by Hrithik Roshan,Inner Wear &  Sleep Wear,socks,Men,,499,,Onesize,4.5,759,,, 
11195048,Mast & Harbour,Topwear,shirts,Men,879,2199,60% OFF,"38, 40, 42, 44",4.2,759,60%,OFF,1319.4
8810391,Roadster,Western,jeans,Women,,2299,62% OFF,"26, 28, 30, 32, 34, 36",4.2,759,62%,OFF,1425.38
9740187,Roadster,Western,tshirts,Women,,599,45% OFF,"XS, S, M, L, XL",4.2,759,45%,OFF,269.55
12983710,Mast & Harbour,Bottom Wear,jeans,Men,719,1799,60% OFF,"28, 30, 32, 34, 36",3.9,758,60%,OFF,1079.4
12402736,WROGN,Inner Wear &  Sleep Wear,socks,Men,324,499,35% OFF,Onesize,4.2,758,35%,OFF,174.65
11148496,Vishudh,Indian Wear,kurtas,Women,527,1649,68% OFF,"S, M, L, XL, XXL",4.2,758,68%,OFF,1121.32
5872481,C9 AIRWEAR,Sports Wear,capris,Women,674,899,25% OFF,"S, M, L, XL, XXL",4,758,25%,OFF,224.75
14154092,Tokyo Talkies,Western,track-pants,Women,,1049,48% OFF,"S, M, L, XL",4,758,48%,OFF,503.52
4882924,SASSAFRAS,Western,jumpsuit,Women,,1399,56% OFF,"XS, S, M, L",4.4,758,56%,OFF,783.44
