Product_id,BrandName,Category,Individual_category,category_by_Gender,DiscountPrice (in Rs),OriginalPrice (in Rs),DiscountOffer,SizeOption,Ratings,Reviews,Column1,Column2,Column3
10304943,Sztori,Plus Size,bra,Women,339,899,Rs. 560 OFF,"38B, 38C, 38D, 40B, 40C, 40D, 42B, 42C, 42D, 44B, 44C, 44D, 46B, 46C, 46D",4.3,615,,560,560
17523402,Mast & Harbour,Western,tshirts,Women,,1398,50% OFF,"XS, S, M, L, XL",4.2,615,50%,OFF,699
2392496,DressBerry,Western,dresses,Women,,1599,60% OFF,"XS, S, M, L, XL",4,615,60%,OFF,959.4
2414664,Kook N Keech,Western,tshirts,Women,,899,55% OFF,"XS, S, M, L, XL",4.3,615,55%,OFF,494.45
12903012,Jockey,Inner Wear &  Sleep Wear,trunk,Men,,299,,"S, M, L",4.4,614,,, 
18028784,Levis,Inner Wear &  Sleep Wear,boxers,Men,,1098,,"S, M, L, XL",4.4,614,,, 
13988128,Saree mall,Indian Wear,sarees,Women,1539,7699,80% OFF,Onesize,4.2,614,80%,OFF,6159.2
12441636,ETC,Lingerie & Sleep Wear,night-suits,Women,559,1599,65% OFF,"S, M, L, XL",4.4,614,65%,OFF,1039.35
12959222,Domyos By Decathlon,Sports Wear,shorts,Women,,899,,"28, 30, 32, 34, 36, 40",4.6,614,,, 
17381522,Roadster,Western,tshirts,Women,,1198,50% OFF,"XS, S, M, L, XL",4.4,614,50%,OFF,599
11120364,SCORPIUS,Western,shrug,Women,,1299,55% OFF,"S, M, L, XL",3.7,614,55%,OFF,714.45
17384828,Roadster,Western,tshirts,Women,,1398,50% OFF,"XS, S, M, L, XL",4.4,614,50%,OFF,699
15577328,Antheaa,Western,dresses,Women,,2399,50% OFF,"XS, S, M, L, XL, XXL",4.1,614,50%,OFF,1199.5
10606466,Zastraa,Western,coats,Women,,3199,70% OFF,"XS, S, M, L, XL",4,614,70%,OFF,2239.3
7149905,INVICTUS,Bottom Wear,trousers,Men,989,2199,55% OFF,"30, 32, 34, 36",3.9,613,55%,OFF,1209.45
9966851,URBAN SCOTTISH,Inner Wear &  Sleep Wear,boxers,Men,674,1499,55% OFF,"S, M, L, XL, XXL",4.2,613,55%,OFF,824.45
11999598,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,279,699,60% OFF,"S, M, L, XL, XXL",4.2,613,60%,OFF,419.4
4149404,Mast & Harbour,Topwear,tshirts,Men,519,1299,60% OFF,"S, M, L, XL",4.3,613,60%,OFF,779.4
8826189,Mast & Harbour,Topwear,tshirts,Men,519,1299,60% OFF,"S, M, L, XL",4.3,613,60%,OFF,779.4
10740958,Roadster,Topwear,shirts,Men,899,1499,40% OFF,"38, 40, 42, 44",4.4,613,40%,OFF,599.6
12947504,Roadster,Topwear,shirts,Men,674,1499,55% OFF,"38, 40, 42, 44, 46, 48",4.3,613,55%,OFF,824.45
2338542,WROGN,Topwear,shirts,Men,1099,2199,50% OFF,"39, 40, 42, 44, 46",4.1,613,50%,OFF,1099.5
8470027,Roadster,Topwear,shirts,Men,1149,2299,50% OFF,"38, 40, 42, 44",4.1,613,50%,OFF,1149.5
13038030,C9 AIRWEAR,Lingerie & Sleep Wear,briefs,Women,,729,,"S, M, L, XL, XXL",4.4,613,,, 
8505843,Chemistry,Western,jeans,Women,,1899, 45 % OFF,"26, 28, 30, 32, 34",3.2,613,,45,45
7633370,ether,Bottom Wear,jeans,Men,809,1799,55% OFF,"28, 30, 32, 34, 36",3.9,612,55%,OFF,989.45
10683666,JAINISH,Topwear,shirts,Men,545,1299,58% OFF,"36, 38, 40, 42, 44",3.6,612,58%,OFF,753.42
1847237,Harvard,Topwear,shirts,Men,899,1999,55% OFF,"38, 40, 42, 44",3.8,612,55%,OFF,1099.45
10307501,Roadster,Topwear,tshirts,Men,,324,,"S, M, L, XL",4,612,,, 
10917766,HRX by Hrithik Roshan,Lingerie & Sleep Wear,bra,Women,799,1999,60% OFF,"XS, S, M, L, XL",4.4,612,60%,OFF,1199.4
12752550,KASSUALLY,Western,jumpsuit,Women,,2599,63% OFF,"XS, S, M, L, XL",4.2,612,63%,OFF,1637.37
13040386,HRX by Hrithik Roshan,Bottom Wear,track-pants,Men,,1899,,"S, M, L, XL, XXL",4,611,,, 
10202161,HERE&NOW,Bottom Wear,track-pants,Men,449,1499,70% OFF,"S, M, L, XL, XXL",3.8,611,70%,OFF,1049.3
10248153,U.S. Polo Assn.,Inner Wear &  Sleep Wear,innerwear-vests,Men,424,499,15% OFF,"S, M, L",3.8,611,15%,OFF,74.85
11786040,U.S. Polo Assn.,Inner Wear &  Sleep Wear,innerwear-vests,Men,,998,,"S, M, L",3.8,611,,, 
10180527,Kryptic,Topwear,tshirts,Men,599,1249,52% OFF,"S, M, L, XL, XXL",4.3,611,52%,OFF,649.48
9951287,Roadster,Topwear,shirts,Men,,679,,"38, 40, 42, 44",4.2,611,,, 
12015500,kipek,Indian Wear,kurtas,Women,1007,2399,58% OFF,"S, M, L, XL, XXL",4.3,611,58%,OFF,1391.42
14006676,Saree mall,Indian Wear,sarees,Women,1137,3249,65% OFF,Onesize,4,611,65%,OFF,2111.85
13437314,Sangria,Plus Size,kurtas,Women,749,1499,50% OFF,"XS, S, M, L, XL, XXL, 3XL",4.2,611,50%,OFF,749.5
13532782,Harpa,Western,tops,Women,,1399,50% OFF,"XS, S, M, L",4,611,50%,OFF,699.5
12160350,U&F,Western,dresses,Women,,1699,65% OFF,"S, M, L, XL",3.8,611,65%,OFF,1104.35
12466140,all about you,Western,jeans,Women,,2299,70% OFF,"26, 28, 30, 32, 34, 36",4.4,611,70%,OFF,1609.3
11401654,Roadster,Western,tops,Women,,899,60% OFF,"XS, S, M, L, XL",4.1,611,60%,OFF,539.4
2525011,Roadster,Bottom Wear,jeans,Men,,1999,,"28, 30, 32, 34, 36",3.9,610,,, 
10188171,WROGN,Bottom Wear,trousers,Men,1689,2599,35% OFF,"28, 30, 32, 34, 36, 38",4.2,610,35%,OFF,909.65
2002145,Kook N Keech,Bottom Wear,track-pants,Men,659,2199,70% OFF,"S, M, L, XL, XXL",3.9,610,70%,OFF,1539.3
10248017,U.S. Polo Assn.,Inner Wear &  Sleep Wear,trunk,Men,,259,,"S, M, L",4,610,,, 
2002018,WROGN,Topwear,tshirts,Men,799,1599,50% OFF,"S, M, L, XL, XXL",4.1,610,50%,OFF,799.5
9981425,Vishudh,Indian Wear,dresses,Women,839,2399,65% OFF,"S, M, L, XL, XXL",4.4,610,65%,OFF,1559.35
8340727,Inddus,Indian Wear,lehenga-choli,Women,2947,6549,55% OFF,Onesize,4,610,55%,OFF,3601.95
14208164,HERE&NOW,Plus Size,tops,Women,479,1199,60% OFF,"XS, S, M, L, XL, XXL",3.6,610,60%,OFF,719.4
12530342,HERE&NOW,Plus Size,kurtas,Women,479,1199,"60% OFF, Hurry*","S, M, L, XL, XXL, 3XL",4.1,610,60%,OFF,719.4
2495151,Mast & Harbour,Western,tops,Women,,1099,55% OFF,"XS, S, M, L, XL",4.2,610,55%,OFF,604.45
10144243,Roadster,Western,tshirts,Women,,1199,50% OFF,"XS, S, M, L, XL",4.2,610,50%,OFF,599.5
8352779,Mast & Harbour,Western,tops,Women,,1399,55% OFF,"XS, S, M, L, XL",3.9,610,55%,OFF,769.45
13270264,Roadster,Western,tshirts,Women,,799,40% OFF,"XS, S, M, L, XL",4.3,610,40%,OFF,319.6
11680624,Roadster,Western,tops,Women,,899,65% OFF,"Onesize, XS, S, M, L, XL",4.1,610,65%,OFF,584.35
11182520,DressBerry,Western,tshirts,Women,,999,Rs. 500 OFF,"XS, S, M, L, XL",4.3,610,,500,500
6832236,WROGN,Bottom Wear,jeans,Men,1399,2799,50% OFF,"28, 30, 32, 34, 36, 38",4.1,609,50%,OFF,1399.5
18028830,Levis,Inner Wear &  Sleep Wear,boxers,Men,,1098,,"S, M, L, XL",4.4,609,,, 
11904010,Roadster,Topwear,shirts,Men,599,1199,50% OFF,"38, 40, 42, 44",4.4,609,50%,OFF,599.5
11114290,HIGHLANDER,Topwear,shirts,Men,665,1799,63% OFF,"39, 40, 42, 44",4.3,609,63%,OFF,1133.37
5508852,HERE&NOW,Topwear,tshirts,Men,314,899,65% OFF,"S, M, L, XL, XXL",4.1,609,65%,OFF,584.35
12851454,HERE&NOW,Indian Wear,kurtas,Women,629,1399,55% OFF,"XS, S, M, L, XL, XXL, 3XL",4.1,609,55%,OFF,769.45
12103902,FABRIC FITOOR,Indian Wear,kurtas,Women,873,2299,62% OFF,"S, M, L, XL, XXL, 3XL",4.1,609,62%,OFF,1425.38
11611278,Inddus,Indian Wear,kurta-sets,Women,3374,7499,55% OFF,"XS, S, M, L, XL, XXL",4.3,609,55%,OFF,4124.45
10779724,Van Heusen,Lingerie & Sleep Wear,briefs,Women,,449,,"S, M, L",4.3,609,,, 
11866264,SASSAFRAS,Western,dresses,Women,,1899,50% OFF,"XS, S, M, L, XL, XXL",3.8,609,50%,OFF,949.5
9022577,Roadster,Western,jeans,Women,,1999,45% OFF,"26, 28, 30, 32, 34, 36",4.1,609,45%,OFF,899.55
11288920,SCORPIUS,Western,dresses,Women,,2999,55% OFF,"S, M, L, XL",4.2,609,55%,OFF,1649.45
2383148,Mast & Harbour,Western,shorts,Women,,799,,"26, 28, 30, 32, 34, 36",4.2,609,,, 
11333080,StyleStone,Western,shrug,Women,,999,55% OFF,"S, M, L, XL",4.2,609,55%,OFF,549.45
14121270,HIGHLANDER,Bottom Wear,shorts,Men,374,749,50% OFF,"30, 32, 34, 36",4.2,608,50%,OFF,374.5
11255730,Roadster,Bottom Wear,jeans,Men,679,1699,60% OFF,"26, 28, 30, 32, 34, 36",4,608,60%,OFF,1019.4
18028792,Levis,Inner Wear &  Sleep Wear,boxers,Men,,1098,,"S, M, L, XL",4.4,608,,, 
12368030,Difference of Opinion,Topwear,tshirts,Men,587,1249,53% OFF,"S, M, L, XL, XXL",4.2,608,53%,OFF,661.97
8325285,Mast & Harbour,Topwear,tshirts,Men,519,1299,60% OFF,"S, M, L, XL",4.2,608,60%,OFF,779.4
11659166,Mast & Harbour,Topwear,shirts,Men,759,1899,60% OFF,"38, 40, 42, 44",4,608,60%,OFF,1139.4
12816476,HERE&NOW,Topwear,tshirts,Men,269,599,55% OFF,"S, M, L, XL",4.2,608,55%,OFF,329.45
13075448,Vishudh,Indian Wear,kurtas,Women,491,1199,59% OFF,"S, M, L, XL, XXL",3.9,608,59%,OFF,707.41
14850348,Mitera,Indian Wear,sarees,Women,1819,5199,65% OFF,Onesize,4.3,608,65%,OFF,3379.35
2339838,Jaipur Kurti,Plus Size,trousers,Women,623,1299,52% OFF,"28, 30, 32, 34, 36",4.1,608,52%,OFF,675.48
12288178,SASSAFRAS,Western,skirts,Women,,1199,50% OFF,"26, 28, 30, 32, 34",4.3,608,50%,OFF,599.5
10962748,Roadster,Western,tops,Women,,1299,60% OFF,"XS, S, M, L, XL",4.1,608,60%,OFF,779.4
17524620,Mast & Harbour,Western,tshirts,Women,,1598,50% OFF,"XS, S, M, L, XL",4.1,608,50%,OFF,799
7260729,Miss Chase,Western,jeans,Women,,1899,50% OFF,"26, 28, 30, 32, 34",3.9,608,50%,OFF,949.5
3084800,Campus Sutra,Sports Wear,tshirts,Men,599,1199,50% OFF,"S, M, L, XL",4.2,607,50%,OFF,599.5
11896066,Roadster,Topwear,shirts,Men,,909,,"38, 40, 42, 44",4.4,607,,, 
10922022,Campus Sutra,Western,sweatshirts,Women,,1699,50% OFF,"S, M, L, XL",4.4,607,50%,OFF,849.5
10498536,HRX by Hrithik Roshan,Western,track-pants,Women,,2099,70% OFF,"XS, S, M, L, XL",4.5,607,70%,OFF,1469.3
11234408,STREET 9,Western,trousers,Women,,2199,50% OFF,"26, 28, 30, 32, 34",4.2,607,50%,OFF,1099.5
17383990,Roadster,Western,tshirts,Women,,1298,,"L, M, S, XS, XL",4.3,607,,, 
11274794,Roadster,Bottom Wear,jeans,Men,999,1999,50% OFF,"28, 30, 32, 34, 36",3.7,606,50%,OFF,999.5
17978982,Levis,Inner Wear &  Sleep Wear,briefs,Men,,597,,"XL, S, M, L",4.2,606,,, 
486789,INVICTUS,Topwear,shirts,Men,799,1599,50% OFF,"37, 38, 39, 40, 42, 44",3.8,606,50%,OFF,799.5
8894461,Roadster,Topwear,shirts,Men,1139,1899,40% OFF,"38, 40, 42, 44",3.9,606,40%,OFF,759.6
13705338,Maaesa,Indian Wear,kurtas,Women,879,1999,56% OFF,"S, M, L, XL, XXL, 3XL",4.3,606,56%,OFF,1119.44
10016713,Vishudh,Indian Wear,dresses,Women,839,2399,65% OFF,"S, M, L, XL, XXL",3.8,606,65%,OFF,1559.35
11399560,Khushal K,Indian Wear,kurta-sets,Women,1379,4599,70% OFF,"S, M, L, XL, XXL",4.3,606,70%,OFF,3219.3
11541578,Roadster,Western,jeans,Women,,1699,50% OFF,"26, 28, 30, 32, 34, 36",4.2,606,50%,OFF,849.5
11541684,Roadster,Western,jeans,Women,,2299,45% OFF,"26, 28, 30, 32, 34, 36",4.1,606,45%,OFF,1034.55
17382024,Roadster,Western,tshirts,Women,,1698,,"XS, S, M, L, XL",3.9,606,,, 
7243641,Roadster,Bottom Wear,jeans,Men,1099,1999,45% OFF,"28, 30, 32, 34, 36",3.9,605,45%,OFF,899.55
10064549,Roadster,Bottom Wear,jeans,Men,809,1799,55% OFF,"28, 30, 32, 34, 36",4,605,55%,OFF,989.45
10550820,HIGHLANDER,Bottom Wear,shorts,Men,624,1249,50% OFF,"30, 32, 34, 36",4.2,605,50%,OFF,624.5
10986452,Mast & Harbour,Inner Wear &  Sleep Wear,socks,Men,349,499,30% OFF,Onesize,4.2,605,30%,OFF,149.7
2004670,Clovia,Lingerie & Sleep Wear,bra,Women,281,599,53% OFF,"32B, 32C, 32D, 34B, 34C, 34D, 36B, 36C, 36D, 38B, 38C, 40B, 40C",4.1,605,53%,OFF,317.47
3013686,Jockey,Lingerie & Sleep Wear,bra,Women,,878,,"30B, 32B, 34B",4,605,,, 
11053928,Jaipur Kurti,Plus Size,trousers,Women,620,1149,46% OFF,"28, 30, 32, 34, 36",3.9,605,46%,OFF,528.54
12104870,Sangria,Plus Size,kurta-sets,Women,599,2399,75% OFF,"XS, S, M, L, XL, XXL, 3XL",4.3,605,75%,OFF,1799.25
2293433,HRX by Hrithik Roshan,Sports Wear,track-pants,Women,949,1899,50% OFF,"XS, S, M, L, XL",3.9,605,50%,OFF,949.5
12129998,SCORPIUS,Western,tops,Women,,1299,55% OFF,"S, M, L, XL",4.1,605,55%,OFF,714.45
17524666,Mast & Harbour,Western,tshirts,Women,,1598,50% OFF,"L, M, S, XS, XL",4.1,605,50%,OFF,799
7289178,High Star,Western,jeans,Women,,2299,61% OFF,"28, 30, 32, 34, 36, 38, 40, 42, 44",4.1,605,61%,OFF,1402.39
11542032,Roadster,Western,jeans,Women,,2699,60% OFF,"26, 28, 30, 32, 34, 36",4.5,605,60%,OFF,1619.4
10797974,Athena,Western,jumpsuit,Women,,2999,57% OFF,"XS, S, M, L, XL, XXL",4.1,605,57%,OFF,1709.43
13321874,Roadster,Western,tshirts,Women,,799,55% OFF,"XS, S, M, L, XL",4.3,605,55%,OFF,439.45
11364154,SASSAFRAS,Western,tops,Women,,999,48% OFF,"XS, S, M, L, XL, XXL",4.3,605,48%,OFF,479.52
13859558,Roadster,Bottom Wear,trousers,Men,584,1299,55% OFF,"28, 30, 32, 34, 36",3.9,604,55%,OFF,714.45
10792190,HIGHLANDER,Bottom Wear,shorts,Men,587,1249,53% OFF,"30, 32, 34, 36",4.2,604,53%,OFF,661.97
13488722,See Designs,Indian Wear,kurtas,Men,989,2199,55% OFF,"XS, S, M, L, XL, XXL",4.3,604,55%,OFF,1209.45
1758558,WROGN,Topwear,shirts,Men,1499,2499,40% OFF,"39, 40, 42, 44, 46",4.2,604,40%,OFF,999.6
10939048,Roadster,Topwear,tshirts,Men,349,699,50% OFF,"XS, S, M, L, XL",4.2,604,50%,OFF,349.5
14194616,Vishudh,Indian Wear,palazzos,Women,370,949,61% OFF,"28, 30, 32, 34, 36",4.3,604,61%,OFF,578.89
8969633,plusS,Plus Size,dresses,Women,699,1999,65% OFF,"S, M, L, XL, XXL, 3XL, 4XL",4.1,604,65%,OFF,1299.35
14268564,HERE&NOW,Plus Size,leggings,Women,359,899,60% OFF,"S, M, L, XL, XXL",4.5,604,60%,OFF,539.4
12789592,Tokyo Talkies,Western,shirts,Women,,1099,54% OFF,"S, M, L, XL",4,604,54%,OFF,593.46
9901957,Roadster,Western,sweatshirts,Women,,1199,65% OFF,"XS, S, M, L, XL, XXL",4.2,604,65%,OFF,779.35
11677786,STREET 9,Western,tops,Women,,1299,50% OFF,"XS, S, M, L",4.4,604,50%,OFF,649.5
17524640,Mast & Harbour,Western,tshirts,Women,,1598,50% OFF,"XS, S, M, L, XL",4.1,604,50%,OFF,799
17524658,Mast & Harbour,Western,tshirts,Women,,1598,50% OFF,"XS, S, M, L, XL",4.1,604,50%,OFF,799
9968719,Mast & Harbour,Western,sweatshirts,Women,,1599,55% OFF,"S, M, L, XL",4.1,604,55%,OFF,879.45
12388718,Juniper,Western,trousers,Women,,1799,62% OFF,"28, 30, 32, 34, 36, 38",4.2,604,62%,OFF,1115.38
6791178,Berrylush,Western,tops,Women,,1998,36% OFF,"S, M, L, XL",4.2,604,36%,OFF,719.28
4451422,Roadster,Western,jeans,Women,,1999,50% OFF,"26, 28, 30, 32, 34, 36",3.8,604,50%,OFF,999.5
9125973,Mast & Harbour,Western,tshirts,Women,,749,Rs. 250 OFF,"XS, S, M, L, XL",4.2,604,,250,250
10968554,Roadster,Western,tshirts,Women,,799,50% OFF,"XS, S, M, L, XL",4.2,604,50%,OFF,399.5
10969896,Roadster,Western,tshirts,Women,,999,60% OFF,"XS, S, M, L, XL",4.2,604,60%,OFF,599.4
12345338,H&M,Western,shirts,Women,,1499,,"XS, S, M, L",4.4,604,,, 
11878810,FIDO DIDO,Topwear,tshirts,Men,623,1299,52% OFF,"S, M, L, XL",4.1,603,52%,OFF,675.48
12800760,Berrylush,Western,tops,Women,,1479,69% OFF,"S, M, L, XL",4.5,603,69%,OFF,1020.51
11271818,DressBerry,Western,tops,Women,,1499,50% OFF,"XS, S, M, L, XL",4.3,603,50%,OFF,749.5
17524616,Mast & Harbour,Western,tshirts,Women,,1598,50% OFF,"XS, S, M, L, XL",4,603,50%,OFF,799
11680702,DressBerry,Western,dresses,Women,,2199,30% OFF,"XS, S, M, L, XL",4.3,603,30%,OFF,659.7
11697388,Roadster,Western,tshirts,Women,,599,55% OFF,"XS, S, M, L, XL",4.3,603,55%,OFF,329.45
1546306,HRX by Hrithik Roshan,Western,tops,Women,,699,55% OFF,"XS, S, M, L, XL",4.2,603,55%,OFF,384.45
11296172,Roadster,Western,tshirts,Women,,699,45% OFF,"XS, S, M, L, XL",4,603,45%,OFF,314.55
1901032,RARE,Western,tops,Women,,999,46% OFF,"S, M, L, XL",3.8,603,46%,OFF,459.54
5345802,ARISE,Bottom Wear,shorts,Men,539,899,40% OFF,"28, 30, 32, 34, 36, 38",4.2,602,40%,OFF,359.6
2041658,HIGHLANDER,Topwear,shirts,Men,516,1099,53% OFF,"39, 40, 42, 44",4.4,602,53%,OFF,582.47
4450306,Mast & Harbour,Topwear,shirts,Men,989,2199,55% OFF,"38, 40, 42, 44",4,602,55%,OFF,1209.45
11361568,WROGN,Topwear,shirts,Men,1199,2399,50% OFF,"39, 40, 42, 44, 46",4.2,602,50%,OFF,1199.5
1997338,Roadster,Topwear,tshirts,Men,,749,,"XS, S, M, L, XL",4.3,602,,, 
11113836,Anouk,Indian Wear,dresses,Women,584,1299,55% OFF,"XS, S, M, L, XL, XXL",3.8,602,55%,OFF,714.45
7224389,Varanga,Indian Wear,kurtas,Women,719,1599,55% OFF,"S, M, L, XL, XXL",4.3,602,55%,OFF,879.45
2693895,Vishudh,Indian Wear,kurtas,Women,577,1749,67% OFF,"S, M, L, XL, XXL",4.1,602,67%,OFF,1171.83
14140618,Moda Rapido,Plus Size,tshirts,Women,629,899,30% OFF,"XS, S, M, L, XL, XXL, 3XL",4.4,602,30%,OFF,269.7
11174242,Sangria,Plus Size,kurtas,Women,549,999,45% OFF,"XS, S, M, L, XL, XXL, 3XL",3.9,602,45%,OFF,449.55
11549424,SASSAFRAS,Western,tops,Women,,1399,50% OFF,"XS, S, M, L, XL, XXL",4.2,602,50%,OFF,699.5
13088236,AASI - HOUSE OF NAYO,Western,dresses,Women,,1699,50% OFF,"XS, S, M, L, XL, XXL",4,602,50%,OFF,849.5
10058485,Roadster,Western,jeans,Women,,2099,50% OFF,"26, 28, 30, 32, 34, 36",4.2,602,50%,OFF,1049.5
11272226,DressBerry,Western,tops,Women,,799,55% OFF,"XS, S, M, L, XL",4.3,602,55%,OFF,439.45
11401904,Roadster,Western,tshirts,Women,,899,55% OFF,"XS, S, M, L, XL",4.4,602,55%,OFF,494.45
11327116,Roadster,Topwear,shirts,Men,674,1499,55% OFF,"38, 40, 42, 44",4.3,601,55%,OFF,824.45
11423194,Inddus,Indian Wear,sarees,Women,1849,3699,50% OFF,Onesize,4.5,601,50%,OFF,1849.5
11068136,Jockey,Lingerie & Sleep Wear,briefs,Women,,259,,"S, M, L",4.6,601,,, 
11810534,Jockey,Lingerie & Sleep Wear,briefs,Women,,518,,"S, M, L",4.6,601,,, 
2298921,Zivame,Lingerie & Sleep Wear,bra,Women,,599,,"32D, 32DD, 34D, 34DD, 36D, 36DD, 38D, 38DD, 40C, 40D, 40DD",4.2,601,,, 
2152694,HERE&NOW,Plus Size,kurtas,Women,519,1299,"60% OFF, Hurry*","XS, S, M, L, XL, XXL, 3XL",3.9,601,60%,OFF,779.4
1800330,Moda Rapido,Plus Size,jeans,Women,599,2399,75% OFF,"26, 28, 30, 32, 34, 36, 38, 40",4.2,601,75%,OFF,1799.25
11991534,Roadster,Western,sweatshirts,Women,,1199,70% OFF,"XS, S, M, L, XL, XXL",4.3,601,70%,OFF,839.3
2432653,20Dresses,Western,dresses,Women,,1395,25% OFF,"XS, S, M, L, XL, XXL",4.5,601,25%,OFF,348.75
12698614,Roadster,Western,jackets,Women,,3299,70% OFF,"XS, S, M, L, XL, XXL",3.7,601,70%,OFF,2309.3
13320974,Mast & Harbour,Western,tshirts,Women,,849,30% OFF,"XS, S, M, L, XL",4.2,601,30%,OFF,254.7
10970290,Roadster,Western,tshirts,Women,,999,Rs. 500 OFF,"XS, S, M, L, XL",4.2,601,,500,500
8367901,Jompers,Western,trousers,Women,,999,42% OFF,"28, 30, 32, 34, 36",3.9,601,42%,OFF,419.58
17383976,Roadster,Western,tshirts,Women,,1298,,"L, M, S, XS, XL",4.3,601,,, 
9294989,Taavi,Indian Wear,kurtas,Men,839,2099,60% OFF,"S, M, L, XL, XXL",4.1,600,60%,OFF,1259.4
12970020,LOCOMOTIVE,Topwear,shirts,Men,615,1399,56% OFF,"39, 40, 42, 44",4.3,600,56%,OFF,783.44
11531100,KSUT,Indian Wear,kurtas,Women,845,1799,53% OFF,"S, M, L, XL, XXL",4.3,600,53%,OFF,953.47
12851406,HERE&NOW,Plus Size,kurtas,Women,559,1399,"60% OFF, Hurry*","XS, S, M, L, XL, XXL, 3XL",4.1,600,60%,OFF,839.4
12522924,HERE&NOW,Plus Size,jeans,Women,,1999,,"26, 28, 30, 32, 34, 36, 38, 40",4.1,600,,, 
7695809,HRX by Hrithik Roshan,Sports Wear,tshirts,Women,,1299,,"XS, S, M, L, XL",4.5,600,,, 
13738616,STREET 9,Western,tops,Women,,1299,45% OFF,"XS, S, M, L, XL",4.2,600,45%,OFF,584.55
8860719,Taavi,Western,tops,Women,,1499,70% OFF,"XS, S, M, L, XL",4.3,600,70%,OFF,1049.3
10082953,Tokyo Talkies,Western,dresses,Women,,1649,48% OFF,"S, M, L, XL",4.2,600,48%,OFF,791.52
8505847,Chemistry,Western,jeans,Women,,1999,45% OFF,"26, 28, 30, 32, 34",4.3,600,45%,OFF,899.55
10604534,SASSAFRAS,Western,jumpsuit,Women,,2399,55% OFF,"XS, S, M, L, XL, XXL",4.4,600,55%,OFF,1319.45
2490934,Mast & Harbour,Western,tshirts,Women,,699,Rs. 200 OFF,"XS, S, M, L, XL",4.5,600,,200,200
12193328,Roadster,Western,tshirts,Women,,799,55% OFF,"XS, S, M, L, XL",4.4,600,55%,OFF,439.45
1966990,U.S. Polo Assn.,Bottom Wear,trousers,Men,,2099,,"28, 30, 32, 34, 36, 38, 40",4.3,599,,, 
11198082,Maniac,Bottom Wear,track-pants,Men,621,1109,44% OFF,"M, L, XL",3.8,599,44%,OFF,487.96
1868250,HRX by Hrithik Roshan,Sports Wear,jackets,Men,1154,3299,65% OFF,"S, M, L, XL, XXL",3.9,599,65%,OFF,2144.35
14098622,HERE&NOW,Topwear,shirts,Men,1099,1999,45% OFF,"38, 40, 42, 44, 46",4.3,599,45%,OFF,899.55
12115912,Mast & Harbour,Topwear,tshirts,Men,279,699,60% OFF,"S, M, L, XL",4.2,599,60%,OFF,419.4
9162489,Khushal K,Indian Wear,kurta-sets,Women,944,3149,70% OFF,"S, M, L, XL, XXL, 3XL",4,599,70%,OFF,2204.3
12635974,plusS,Plus Size,tops,Women,399,999,60% OFF,"S, M, L, XL, XXL, 3XL, 4XL",4.1,599,60%,OFF,599.4
13532722,Harpa,Western,tops,Women,,1299,50% OFF,"S, M, L, XL",4.3,599,50%,OFF,649.5
12876644,Tokyo Talkies,Western,dresses,Women,,1449,60% OFF,"S, M, L, XL",4.4,599,60%,OFF,869.4
11183034,DressBerry,Western,tops,Women,,1499,55% OFF,"XS, S, M, L, XL",4.3,599,55%,OFF,824.45
17524632,Mast & Harbour,Western,tshirts,Women,,1598,50% OFF,"XS, S, M, L, XL",4.1,599,50%,OFF,799
17525584,Mast & Harbour,Western,tshirts,Women,,1598,,"XS, S, M, L, XL",4.4,599,,, 
7139177,Roadster,Western,jeans,Women,,1899,55% OFF,"26, 28, 30, 32, 34, 36",4.3,599,55%,OFF,1044.45
12762090,U&F,Western,jumpsuit,Women,,1899,59% OFF,"S, M, L, XL",3.9,599,59%,OFF,1120.41
11401894,Roadster,Western,tshirts,Women,,799,45% OFF,"XS, S, M, L, XL",4.2,599,45%,OFF,359.55
3880903,HIGHLANDER,Bottom Wear,jeans,Men,739,1849,60% OFF,"30, 32, 34, 36, 38",3.9,598,60%,OFF,1109.4
13238938,Anouk,Indian Wear,kurtas,Men,559,1599,65% OFF,"S, M, L, XL, XXL",4.2,598,65%,OFF,1039.35
14322004,KIPRUN By Decathlon,Inner Wear &  Sleep Wear,socks,Men,236,249,5% OFF,"UK2.5, UK5.5, UK8.5, UK12",4,598,5%,OFF,12.45
13658904,HIGHLANDER,Topwear,shirts,Men,516,1099,53% OFF,"39, 40, 42, 44",4.2,598,53%,OFF,582.47
11278658,Roadster,Topwear,tshirts,Men,769,1399,45% OFF,"S, M, L, XL",4.2,598,45%,OFF,629.55
2414326,HERE&NOW,Topwear,shirts,Men,759,1899,60% OFF,"38, 40, 42, 44, 46",4.1,598,60%,OFF,1139.4
11531184,Anubhutee,Indian Wear,kurtas,Women,503,1799,72% OFF,"S, M, L, XL, XXL",4.2,598,72%,OFF,1295.28
8349867,Sangria,Indian Wear,kurtas,Women,1484,2699,45% OFF,"XS, S, M, L, XL, XXL, 3XL",4.3,598,45%,OFF,1214.55
13021584,Enamor,Lingerie & Sleep Wear,bra,Women,,599,,"32B, 32C, 32D, 34B, 34C, 34D, 36B, 36C, 36D, 38B, 38C",4.4,598,,, 
12050644,HERE&NOW,Plus Size,kurtas,Women,419,1399,"70% OFF, Hurry*","S, M, L, XL, XXL, 3XL",4,598,70%,OFF,979.3
